iter	Logloss
150	0.09972157832
151	0.09924819641
152	0.09887454479
153	0.09828914827
154	0.09732740422
155	0.09689955605
156	0.09655998059
157	0.09611265005
158	0.09572510556
159	0.09538725549
160	0.09515720543
161	0.09450923708
162	0.0942231303
163	0.09348765307
164	0.09291667961
165	0.09268062668
166	0.09245345225
167	0.09195576231
168	0.09170496281
169	0.09132502975
170	0.09107438302
171	0.090420942
172	0.08994953708
173	0.0892934451
174	0.08877180659
175	0.08825106671
176	0.08785797766
177	0.08748424517
178	0.08695110415
179	0.08633288057
180	0.08593393243
181	0.08551083802
182	0.08523327723
183	0.08475134033
184	0.08446108186
185	0.08369645297
186	0.08320521522
187	0.08284154741
188	0.08255139678
189	0.08236762632
190	0.08203896027
191	0.08159331017
192	0.08066432131
193	0.07999225163
194	0.07933952053
195	0.07892561015
196	0.07848062504
197	0.0779557874
198	0.07762141503
199	0.07730962531
200	0.07711026357
201	0.0768134271
202	0.0762800165
203	0.07560995976
204	0.07496404929
205	0.07464327324
206	0.07399064997
207	0.0737377297
208	0.07364171975
209	0.07337478979
210	0.0728707555
211	0.07247581527
212	0.07203103235
213	0.07170262241
214	0.07136837585
215	0.07051210437
216	0.06987591262
217	0.06951370509
218	0.06926624401
219	0.06852996251
220	0.0683739059
221	0.06808724196
222	0.0675118607
223	0.06696718573
224	0.06675854111
225	0.06637645133
226	0.06617455544
227	0.0654321228
228	0.0653767041
229	0.06504443902
230	0.0647875423
231	0.06460560505
232	0.06393261428
233	0.06353252937
234	0.06321578818
235	0.06253774259
236	0.06217466788
237	0.06175052207
238	0.06140744195
239	0.06106145475
240	0.06090253599
241	0.06058865245
242	0.06003705352
243	0.05982981526
244	0.05948753042
245	0.05897669348
246	0.05870172975
247	0.05853691595
248	0.05819290125
249	0.05775094004
250	0.05745860573
251	0.05726735864
252	0.05719601617
253	0.05680959048
254	0.0565700194
255	0.05638110427
256	0.05575567814
257	0.055519104
258	0.0550387442
259	0.05480696428
260	0.05449228545
261	0.05401398801
262	0.05383375368
263	0.05325971588
264	0.05313251886
265	0.05272111567
266	0.05243221413
267	0.05218304566
268	0.05195825709
269	0.05175706663
270	0.05120935878
271	0.05094296351
272	0.05083258441
273	0.05042839275
274	0.04993593286
275	0.04969846009
276	0.04957028356
277	0.04940085529
278	0.04923705246
279	0.04914408438
280	0.04886554408
281	0.04875422142
282	0.04851775961
283	0.04832155657
284	0.04819320481
285	0.04789398697
286	0.04750231775
287	0.04745759279
288	0.04720620019
289	0.04707983442
290	0.0468734229
291	0.04679438812
292	0.04649906585
293	0.04641175467
294	0.04595534793
295	0.04589359836
296	0.04569175639
297	0.0453786996
298	0.04523536763
299	0.04498788858
300	0.04479007249
301	0.04475540323
302	0.04448264563
303	0.04436797107
304	0.0442153742
305	0.04412873698
306	0.04399648965
307	0.04382751069
308	0.04369775707
309	0.04356205449
310	0.04339590623
311	0.04327610946
312	0.04296449497
313	0.04294149446
314	0.04276185322
315	0.04253175374
316	0.0424235718
317	0.04222570628
318	0.04204910242
319	0.04187333429
320	0.04167348729
321	0.04141139647
322	0.0413837006
323	0.04103570046
324	0.04096451974
325	0.04079450735
326	0.04070704789
327	0.04046348689
328	0.04041813737
329	0.04012986488
330	0.04001364916
331	0.03990231751
332	0.03976938722
333	0.03958775551
334	0.03943872171
335	0.03934297685
336	0.03899119347
337	0.03892559326
338	0.03867175189
339	0.03848518219
340	0.03831333659
341	0.03805459318
342	0.03779204406
343	0.03767169013
344	0.03760149341
345	0.03742991067
346	0.03735757295
347	0.03725236774
348	0.03705661401
349	0.03687216958
350	0.03662478938
351	0.03657844238
352	0.03637410446
353	0.03611949251
354	0.03601108591
355	0.03590435078
356	0.03572650231
357	0.03564243294
358	0.03537669816
359	0.03537326539
360	0.03509559901
361	0.03495382841
362	0.03467688094
363	0.03466494036
364	0.03452798419
365	0.03440093545
366	0.03413836835
367	0.03396781679
368	0.03381261163
369	0.03361266128
370	0.03343973733
371	0.0332877987
372	0.03326832981
373	0.03320175458
374	0.03295793297
375	0.03295061361
376	0.03266711061
377	0.03256244907
378	0.03244324539
379	0.03240357299
380	0.03220255776
381	0.03190659522
382	0.03188398561
383	0.03175069362
384	0.03148397259
385	0.03137921894
386	0.03130432461
387	0.0312260739
388	0.0311145423
389	0.03109509813
390	0.03092021066
391	0.03078248616
392	0.03057134559
393	0.03037369574
394	0.03021441304
395	0.03011647327
396	0.03002277954
397	0.02991076493
398	0.02978335
399	0.02966048215
400	0.02951692327
401	0.02946018583
402	0.02925660051
403	0.02906373814
404	0.0289185123
405	0.02878770053
406	0.0286658369
407	0.0286186407
408	0.02844878782
409	0.02825140981
410	0.02820885729
411	0.02814861518
412	0.02808917734
413	0.02785707615
414	0.02779466609
415	0.02772958259
416	0.02763023197
417	0.02753750427
418	0.02751878574
419	0.02743918932
420	0.02743644175
421	0.02733178021
422	0.02717794546
423	0.02697124863
424	0.02696726769
425	0.02691872802
426	0.02680361088
427	0.02676455405
428	0.02661852618
429	0.02655242273
430	0.0265254862
431	0.02635909306
432	0.02635820342
433	0.02624327724
434	0.0260526547
435	0.02597252584
436	0.02591580412
437	0.02580943293
438	0.02579357206
439	0.02568308063
440	0.02561214703
441	0.02541550366
442	0.02532512588
443	0.02530751492
444	0.02521919727
445	0.02507266392
446	0.02498640638
447	0.02492863101
448	0.02479330811
449	0.02464984584
450	0.02462183994
451	0.02446252129
452	0.02433877053
453	0.02418900435
454	0.02399666093
455	0.02387249231
456	0.0237647844
457	0.02368859155
458	0.02355751694
459	0.02350454027
460	0.02334800963
461	0.02334383997
462	0.02326889398
463	0.02315218401
464	0.02306790571
465	0.02300754003
466	0.02295693351
467	0.02284831125
468	0.0227650484
469	0.0226662437
470	0.022543113
471	0.02240242301
472	0.02223481447
473	0.02217397252
474	0.0220997342
475	0.02201799229
476	0.02194698904
477	0.02191528527
478	0.0219010307
479	0.0217563081
480	0.02168068588
481	0.02162252635
482	0.02153441313
483	0.02146345482
484	0.0213722256
485	0.02131249346
486	0.0212358131
487	0.02118601086
488	0.02112091837
489	0.02108960101
490	0.02099321812
491	0.02098096077
492	0.02089847524
493	0.02079901454
494	0.02077778658
495	0.02073617313
496	0.02065532761
497	0.02061558331
498	0.0205623101
499	0.02056229662
500	0.02044462062
501	0.02035746221
502	0.02034636633
503	0.02026325626
504	0.02026044803
505	0.02016192864
506	0.02014724947
507	0.02005043749
508	0.01999581632
509	0.01986977855
510	0.01980403006
511	0.01976563147
512	0.01970842
513	0.01967606471
514	0.0196433028
515	0.0195650049
516	0.01954593142
517	0.01946789862
518	0.01945408887
519	0.0193935929
520	0.01933776981
521	0.01925899115
522	0.01917753905
523	0.01917384117
524	0.01908413962
525	0.01900229213
526	0.01897851654
527	0.01895072407
528	0.01890252364
529	0.01880531401
530	0.01879710275
531	0.01877615786
532	0.01869328592
533	0.01864260526
534	0.01863218337
535	0.01858130052
536	0.01849977765
537	0.0184300134
538	0.0183821376
539	0.01835431255
540	0.01825729276
541	0.01825030252
542	0.01817222478
543	0.01813483716
544	0.01807206764
545	0.01803569097
546	0.01798753547
547	0.0179516935
548	0.01791395091
549	0.01787709347
550	0.01779968747
551	0.01772943459
552	0.01764725796
553	0.01759539336
554	0.01748668684
555	0.01743813482
556	0.01734551608
557	0.01728376202
558	0.01719430872
559	0.01712533414
560	0.01706495274
561	0.01705972831
562	0.01700037135
563	0.01699329911
564	0.0169454469
565	0.01690089941
566	0.01689405632
567	0.01681887107
568	0.01680409417
569	0.01677393155
570	0.01671075765
571	0.01669772522
572	0.01664337477
573	0.01662026081
574	0.0165642243
575	0.01654957658
576	0.01646175205
577	0.01646170599
578	0.01636803024
579	0.01634806598
580	0.0162854189
581	0.01622545649
582	0.01622138344
583	0.01617451411
584	0.01608149323
585	0.01607520392
586	0.0160610864
587	0.01603217512
588	0.01595541389
589	0.01594644104
590	0.01588389169
591	0.01582069981
592	0.01580715741
593	0.01575962422
594	0.01574230082
595	0.01568091182
596	0.01562772286
597	0.01559217069
598	0.01559214822
599	0.01555598723
600	0.0155197858
601	0.01551192725
602	0.015422766
603	0.01539881182
604	0.01534399295
605	0.01532711663
606	0.01527609449
607	0.01526255433
608	0.01523052705
609	0.0152027885
610	0.01516700605
611	0.01512190141
612	0.01508427003
613	0.0150834388
614	0.01503356466
615	0.01503183929
616	0.01499955365
617	0.01499248815
618	0.01494132335
619	0.01485743483
620	0.0148555522
621	0.01481921148
622	0.01477738011
623	0.01475150285
624	0.01472693534
625	0.01470279132
626	0.01470274302
627	0.01466475443
628	0.01462033724
629	0.01462039341
630	0.01458675982
631	0.01457184701
632	0.0145296326
633	0.01450464273
634	0.0144882966
635	0.01447662336
636	0.01444296281
637	0.01442863186
638	0.01437019263
639	0.01437015444
640	0.01433432032
641	0.01430952366
642	0.01430440932
643	0.01427539695
644	0.01423732636
645	0.01423731064
646	0.01418395205
647	0.01413490466
648	0.01412949377
649	0.01409052455
650	0.01406183681
651	0.01400739762
652	0.01399610966
653	0.01394631753
654	0.01393422081
655	0.01392229819
656	0.01387377426
657	0.01387375853
658	0.01386328159
659	0.0138103038
660	0.01375270143
661	0.01371575974
662	0.013715753
663	0.01366467695
664	0.01364063852
665	0.01362617052
666	0.01354735479
667	0.01354555303
668	0.01349660224
669	0.01349660561
670	0.01347505976
671	0.01343484481
672	0.01342660659
673	0.01335928325
674	0.01335925854
675	0.01330956975
676	0.01329364934
677	0.01323266922
678	0.0131902807
679	0.01312211377
680	0.01312212276
681	0.01308275926
682	0.01306583351
683	0.01303283233
684	0.01300239563
685	0.01296036432
686	0.01290620483
687	0.01287963337
688	0.01280889972
689	0.0127957325
690	0.01276676394
691	0.01270587481
692	0.01270588267
693	0.01268055582
694	0.01266117568
695	0.01266117231
696	0.01262021374
697	0.01261086346
698	0.01257040026
699	0.01257033736
700	0.01254148
701	0.01251231711
702	0.01249061513
703	0.0124383877
704	0.01241023465
705	0.01239701575
706	0.0123970034
707	0.01237633147
708	0.01236832465
709	0.01235737256
710	0.01232884433
711	0.01230926424
712	0.01229204643
713	0.01224045254
714	0.0122292522
715	0.01221178165
716	0.01216747342
717	0.01216749589
718	0.01214080312
719	0.01207705858
720	0.01205412097
721	0.01205412097
722	0.01202397071
723	0.01202393701
724	0.01200552627
725	0.01200548583
726	0.01196926418
727	0.01196578535
728	0.01193107902
729	0.01189260179
730	0.01188474437
731	0.01183022992
732	0.01179707036
733	0.01179712653
734	0.01178922417
735	0.01175751703
736	0.0117367822
737	0.01173669907
738	0.01169193591
739	0.0116764109
740	0.01164680319
741	0.01162985947
742	0.01157674576
743	0.01157668735
744	0.01155528753
745	0.01155522462
746	0.01152236835
747	0.01152237397
748	0.0115079554
749	0.01149956104
750	0.01148531996
751	0.01145595375
752	0.01141423247
753	0.01140557526
754	0.01137447806
755	0.0113500184
756	0.01134997796
757	0.01133668268
758	0.01130744004
759	0.01127888148
760	0.01126062575
761	0.01126063137
762	0.01122624068
763	0.01119400671
764	0.011156345
765	0.01115631804
766	0.01113589436
767	0.01112673504
768	0.0111031448
769	0.01110312121
770	0.01105986551
771	0.01100831992
772	0.01097687338
773	0.01095308769
774	0.01094171212
775	0.01094170313
776	0.01091642571
777	0.0108832639
778	0.01088325828
779	0.01085946473
780	0.01083830978
781	0.01083830529
782	0.01080757766
783	0.01078418624
784	0.01077457536
785	0.0107597041
786	0.01073844582
787	0.01073840425
788	0.01071156209
789	0.01071154973
790	0.01071154973
791	0.01069202243
792	0.01066877367
793	0.01066873211
794	0.01064240778
795	0.01061799417
796	0.01059899594
797	0.01059893865
798	0.0105662374
799	0.01056621268
